;Survived;Pclass;Name;Sex;Age;SibSp;Parch;Ticket;Fare;Embarked
330;1;3;769.0;0.0;29.881137667304014;2;0;608.0;23.25;1.0
331;0;1;929.0;1.0;45.5;0;0;28.0;28.5;2.0
332;0;1;465.0;1.0;38.0;0;1;805.0;153.4625;2.0
333;0;3;1215.0;1.0;16.0;2;0;418.0;18.0;2.0
334;1;1;414.0;0.0;29.881137667304014;1;0;827.0;133.65;2.0
335;0;3;322.0;1.0;29.881137667304014;0;0;508.0;7.8958;2.0
336;0;1;939.0;1.0;29.0;1;0;46.0;66.6;2.0
337;1;1;171.0;0.0;41.0;0;0;105.0;134.5;0.0
338;1;3;289.0;1.0;45.0;0;0;699.0;8.05;2.0
339;0;1;130.0;1.0;45.0;0;0;51.0;35.5;2.0
340;1;2;850.0;1.0;2.0;1;1;145.0;26.0;2.0
341;1;1;401.0;0.0;24.0;3;2;123.0;263.0;2.0
342;0;2;250.0;1.0;28.0;0;0;212.0;13.0;2.0
343;0;2;1076.0;1.0;25.0;0;0;198.0;13.0;2.0
344;0;2;408.0;1.0;36.0;0;0;144.0;13.0;2.0
345;1;2;159.0;0.0;24.0;0;0;209.0;13.0;2.0
346;1;2;1114.0;0.0;40.0;0;0;344.0;13.0;2.0
347;1;3;313.0;0.0;29.881137667304014;1;0;665.0;16.1;2.0
348;1;3;274.0;1.0;3.0;1;1;764.0;15.9;2.0
349;0;3;330.0;1.0;42.0;0;0;352.0;8.6625;2.0
350;0;3;889.0;1.0;23.0;0;0;690.0;9.225;2.0
351;0;1;1275.0;1.0;29.881137667304014;0;0;40.0;35.0;2.0
352;0;3;368.0;1.0;15.0;1;1;290.0;7.2292;0.0
353;0;3;51.0;1.0;25.0;1;0;520.0;17.8;2.0
354;0;3;1288.0;1.0;29.881137667304014;0;0;241.0;7.225;0.0
355;0;3;1211.0;1.0;28.0;0;0;433.0;9.5;2.0
356;1;1;147.0;0.0;22.0;0;1;38.0;55.0;2.0
357;0;2;420.0;0.0;38.0;0;0;171.0;13.0;2.0
358;1;3;777.0;0.0;29.881137667304014;0;0;381.0;7.8792;1.0
359;1;3;808.0;0.0;29.881137667304014;0;0;391.0;7.8792;1.0
360;0;3;1105.0;1.0;40.0;1;4;464.0;27.9;2.0
361;0;2;1301.0;1.0;29.0;1;0;864.0;27.7208;0.0
362;0;3;91.0;0.0;45.0;0;1;286.0;14.4542;0.0
363;0;3;56.0;1.0;35.0;0;0;879.0;7.05;2.0
364;0;3;877.0;1.0;29.881137667304014;1;0;633.0;15.5;1.0
365;0;3;10.0;1.0;30.0;0;0;773.0;7.25;2.0
366;1;1;1233.0;0.0;60.0;1;0;6.0;75.25;0.0
367;1;3;827.0;0.0;29.881137667304014;0;0;234.0;7.2292;0.0
368;1;3;591.0;0.0;29.881137667304014;0;0;102.0;7.75;1.0
369;1;1;72.0;0.0;24.0;0;0;795.0;69.3;0.0
370;1;1;494.0;1.0;25.0;1;0;74.0;55.4417;0.0
371;0;3;1263.0;1.0;18.0;1;0;330.0;6.4958;2.0
372;0;3;105.0;1.0;19.0;0;0;369.0;8.05;2.0
373;0;1;1004.0;1.0;22.0;0;0;836.0;135.6333;0.0
374;0;3;916.0;0.0;3.0;3;1;541.0;21.075;2.0
375;1;1;794.0;0.0;29.881137667304014;1;0;820.0;82.1708;0.0
376;1;3;674.0;0.0;22.0;0;0;774.0;7.25;2.0
377;0;1;1261.0;1.0;27.0;0;2;37.0;211.5;0.0
378;0;3;119.0;1.0;20.0;0;0;242.0;4.0125;0.0
379;0;3;477.0;1.0;19.0;0;0;446.0;7.775;2.0
380;1;1;120.0;0.0;42.0;0;0;833.0;227.525;0.0
381;1;3;840.0;0.0;1.0;0;2;247.0;15.7417;0.0
382;0;3;1184.0;1.0;32.0;0;0;915.0;7.925;2.0
383;1;1;555.0;0.0;35.0;1;0;55.0;52.0;2.0
384;0;3;969.0;1.0;29.881137667304014;0;0;510.0;7.8958;2.0
385;0;2;306.0;1.0;18.0;0;0;847.0;73.5;2.0
386;0;3;456.0;1.0;1.0;5;2;777.0;46.9;2.0
387;1;2;173.0;0.0;36.0;0;0;298.0;13.0;2.0
388;0;3;1044.0;1.0;29.881137667304014;0;0;615.0;7.7292;1.0
389;1;2;692.0;0.0;17.0;0;0;869.0;12.0;0.0
390;1;1;209.0;1.0;36.0;1;2;43.0;120.0;2.0
391;1;3;582.0;1.0;21.0;0;0;549.0;7.7958;2.0
392;0;3;476.0;1.0;28.0;2;0;332.0;7.925;2.0
393;1;1;856.0;0.0;23.0;1;0;573.0;113.275;0.0
394;1;3;1068.0;0.0;24.0;0;2;839.0;16.7;2.0
395;0;3;595.0;1.0;22.0;0;0;559.0;7.7958;2.0
396;0;3;896.0;0.0;31.0;0;0;567.0;7.8542;2.0
397;0;2;780.0;1.0;46.0;0;0;308.0;26.0;2.0
398;0;2;912.0;1.0;23.0;0;0;193.0;10.5;2.0
399;1;2;1197.0;0.0;28.0;0;0;186.0;12.65;2.0
400;1;3;869.0;1.0;39.0;0;0;911.0;7.925;2.0
401;0;3;11.0;1.0;26.0;0;0;402.0;8.05;2.0
402;0;3;616.0;0.0;21.0;1;0;675.0;9.825;2.0
403;0;3;482.0;1.0;28.0;1;0;904.0;15.85;2.0
404;0;3;902.0;0.0;20.0;0;0;360.0;8.6625;2.0
405;0;2;425.0;1.0;34.0;1;0;313.0;21.0;2.0
406;0;3;1259.0;1.0;51.0;0;0;441.0;7.75;2.0
407;1;2;1000.0;1.0;3.0;1;1;321.0;18.75;2.0
408;0;3;123.0;1.0;21.0;0;0;342.0;7.775;2.0
409;0;3;688.0;0.0;29.881137667304014;3;1;671.0;25.4667;2.0
410;0;3;1075.0;1.0;29.881137667304014;0;0;505.0;7.8958;2.0
411;0;3;510.0;1.0;29.881137667304014;0;0;670.0;6.8583;1.0
412;1;1;800.0;0.0;33.0;1;0;120.0;90.0;1.0
413;0;2;287.0;1.0;29.881137667304014;0;0;178.0;0.0;2.0
414;1;3;1156.0;1.0;44.0;0;0;898.0;7.925;2.0
415;0;3;786.0;0.0;29.881137667304014;0;0;408.0;8.05;2.0
416;1;2;350.0;0.0;34.0;1;1;305.0;32.5;2.0
417;1;2;1087.0;0.0;18.0;0;2;224.0;13.0;2.0
418;0;2;762.0;1.0;30.0;0;0;307.0;13.0;2.0
419;0;3;1206.0;0.0;10.0;0;2;425.0;24.15;2.0
420;0;3;433.0;1.0;29.881137667304014;0;0;537.0;7.8958;0.0
421;0;3;226.0;1.0;21.0;0;0;720.0;7.7333;1.0
422;0;3;1295.0;1.0;29.0;0;0;346.0;7.875;2.0
423;0;3;297.0;0.0;28.0;1;1;457.0;14.4;2.0
424;0;3;1020.0;1.0;18.0;1;1;632.0;20.2125;2.0
425;0;3;1279.0;1.0;29.881137667304014;0;0;713.0;7.25;2.0
426;1;2;241.0;0.0;28.0;1;0;128.0;26.0;2.0
427;1;2;965.0;0.0;19.0;0;0;226.0;26.0;2.0
428;0;3;388.0;1.0;29.881137667304014;0;0;598.0;7.75;1.0
429;1;3;967.0;1.0;32.0;0;0;884.0;8.05;2.0
430;1;1;129.0;1.0;28.0;0;0;5.0;26.55;2.0
431;1;3;1183.0;0.0;29.881137667304014;1;0;654.0;16.1;2.0
432;1;2;726.0;0.0;42.0;1;0;854.0;26.0;2.0
433;0;3;618.0;1.0;17.0;0;0;902.0;7.125;2.0
434;0;1;1089.0;1.0;50.0;1;0;93.0;55.9;2.0
435;1;1;208.0;0.0;14.0;1;2;43.0;120.0;2.0
436;0;3;394.0;0.0;21.0;2;2;924.0;34.375;2.0
437;1;2;1001.0;0.0;24.0;2;3;321.0;18.75;2.0
438;0;1;405.0;1.0;64.0;1;4;123.0;263.0;2.0
439;0;2;665.0;1.0;31.0;0;0;744.0;10.5;2.0
440;1;2;511.0;0.0;45.0;1;1;782.0;26.25;2.0
441;0;3;487.0;1.0;20.0;0;0;422.0;9.5;2.0
442;0;3;961.0;1.0;25.0;1;0;453.0;7.775;2.0
443;1;2;989.0;0.0;28.0;0;0;148.0;13.0;2.0
444;1;3;593.0;1.0;29.881137667304014;0;0;683.0;8.1125;2.0
445;1;1;333.0;1.0;4.0;0;2;398.0;81.8583;2.0
446;1;2;787.0;0.0;13.0;0;1;217.0;19.5;2.0
447;1;1;1078.0;1.0;34.0;0;0;59.0;26.55;2.0
448;1;3;80.0;0.0;5.0;2;1;260.0;19.2583;0.0
449;1;1;963.0;1.0;52.0;0;0;52.0;30.5;2.0
450;0;2;1248.0;1.0;36.0;1;2;763.0;27.75;2.0
451;0;3;480.0;1.0;29.881137667304014;1;0;680.0;19.9667;2.0
452;0;1;400.0;1.0;30.0;0;0;31.0;27.75;0.0
453;1;1;447.0;1.0;49.0;1;0;108.0;89.1042;0.0
454;0;3;942.0;1.0;29.881137667304014;0;0;732.0;8.05;2.0
455;1;3;581.0;1.0;29.0;0;0;523.0;7.8958;0.0
456;0;1;797.0;1.0;65.0;0;0;95.0;26.55;2.0
457;1;1;643.0;0.0;29.881137667304014;1;0;110.0;51.8625;2.0
458;1;2;1188.0;0.0;50.0;0;0;783.0;10.5;2.0
459;0;3;881.0;1.0;29.881137667304014;0;0;644.0;7.75;1.0
460;1;1;30.0;1.0;48.0;0;0;124.0;26.55;2.0
461;0;3;821.0;1.0;34.0;0;0;590.0;8.05;2.0
462;0;1;431.0;1.0;47.0;0;0;9.0;38.5;2.0
463;0;2;798.0;1.0;48.0;0;0;155.0;13.0;2.0
464;0;3;744.0;1.0;29.881137667304014;0;0;737.0;8.05;2.0
465;0;3;454.0;1.0;38.0;0;0;875.0;7.05;2.0
466;0;2;190.0;1.0;29.881137667304014;0;0;178.0;0.0;2.0
467;0;1;1112.0;1.0;56.0;0;0;58.0;26.55;2.0
468;0;3;1072.0;1.0;29.881137667304014;0;0;580.0;7.725;1.0
469;1;3;79.0;0.0;0.75;2;1;260.0;19.2583;0.0
470;0;3;634.0;1.0;29.881137667304014;0;0;368.0;7.25;2.0
471;0;3;181.0;1.0;38.0;0;0;353.0;8.6625;2.0
472;1;2;1249.0;0.0;33.0;1;2;763.0;27.75;2.0
473;1;2;592.0;0.0;23.0;0;0;855.0;13.7917;0.0
474;0;3;1148.0;0.0;22.0;0;0;698.0;9.8375;2.0
475;0;1;243.0;1.0;29.881137667304014;0;0;2.0;52.0;2.0
476;0;2;986.0;1.0;34.0;1;0;339.0;21.0;2.0
477;0;3;154.0;1.0;29.0;1;0;434.0;7.0458;2.0
478;0;3;625.0;1.0;22.0;0;0;562.0;7.5208;2.0
479;1;3;542.0;0.0;2.0;0;1;338.0;12.2875;2.0
480;0;3;455.0;1.0;9.0;5;2;777.0;46.9;2.0
481;0;2;418.0;1.0;29.881137667304014;0;0;179.0;0.0;2.0
482;0;3;1029.0;1.0;50.0;0;0;735.0;8.05;2.0
483;1;3;1202.0;0.0;63.0;0;0;672.0;9.5875;2.0
484;1;1;125.0;1.0;25.0;1;0;82.0;91.0792;0.0
485;0;3;689.0;0.0;29.881137667304014;3;1;671.0;25.4667;2.0
486;1;1;566.0;0.0;35.0;1;0;121.0;90.0;2.0
487;0;1;641.0;1.0;58.0;0;0;78.0;29.7;0.0
488;0;3;1125.0;1.0;30.0;0;0;710.0;8.05;2.0
489;1;3;273.0;1.0;9.0;1;1;764.0;15.9;2.0
490;0;3;481.0;1.0;29.881137667304014;1;0;681.0;19.9667;2.0
491;0;3;1277.0;1.0;21.0;0;0;890.0;7.25;2.0
492;0;1;810.0;1.0;55.0;0;0;53.0;30.5;2.0
493;0;1;54.0;1.0;71.0;0;0;825.0;49.5042;0.0
494;0;3;1137.0;1.0;21.0;0;0;716.0;8.05;2.0
495;0;3;1289.0;1.0;29.881137667304014;0;0;235.0;14.4583;0.0
496;1;1;374.0;0.0;54.0;1;0;627.0;78.2667;0.0
497;0;3;1082.0;1.0;29.881137667304014;0;0;768.0;15.1;2.0
498;0;1;26.0;0.0;25.0;1;2;49.0;151.55;2.0
499;0;3;1161.0;1.0;24.0;0;0;550.0;7.7958;2.0
500;0;3;188.0;1.0;17.0;0;0;350.0;8.6625;2.0
501;0;3;191.0;0.0;21.0;0;0;594.0;7.75;1.0
502;0;3;888.0;0.0;29.881137667304014;0;0;374.0;7.6292;1.0
503;0;3;669.0;0.0;37.0;0;0;673.0;9.5875;2.0
504;1;1;743.0;0.0;16.0;0;0;0.0;86.5;2.0
505;0;1;945.0;1.0;18.0;1;0;834.0;108.9;0.0
506;1;2;979.0;0.0;33.0;0;2;239.0;26.0;2.0
507;1;1;150.0;1.0;29.881137667304014;0;0;13.0;26.55;2.0
508;0;3;893.0;1.0;28.0;0;0;771.0;22.525;2.0
509;1;3;676.0;1.0;26.0;0;0;104.0;56.4958;2.0
510;1;3;293.0;1.0;29.0;0;0;658.0;7.75;1.0
511;0;3;1238.0;1.0;29.881137667304014;0;0;889.0;8.05;2.0
512;1;1;776.0;1.0;36.0;0;0;791.0;26.2875;2.0
513;1;1;1028.0;0.0;54.0;1;0;819.0;59.4;0.0
514;0;3;248.0;1.0;24.0;0;0;492.0;7.4958;2.0
515;0;1;1225.0;1.0;47.0;0;0;629.0;34.0208;2.0
516;1;2;696.0;0.0;34.0;0;0;761.0;10.5;2.0
517;0;3;1034.0;1.0;29.881137667304014;0;0;646.0;24.15;1.0
518;1;2;49.0;0.0;36.0;1;0;142.0;26.0;2.0
519;0;3;933.0;1.0;32.0;0;0;525.0;7.8958;2.0
520;1;1;950.0;0.0;30.0;0;0;86.0;93.5;2.0
521;0;3;1222.0;1.0;22.0;0;0;535.0;7.8958;2.0
522;0;3;666.0;1.0;29.881137667304014;0;0;232.0;7.225;0.0
523;1;1;541.0;0.0;44.0;0;1;10.0;57.9792;0.0
524;0;3;629.0;1.0;29.881137667304014;0;0;295.0;7.2292;0.0
525;0;3;378.0;1.0;40.5;0;0;614.0;7.75;1.0
526;1;2;1002.0;0.0;50.0;0;0;919.0;10.5;2.0
527;0;1;379.0;1.0;29.881137667304014;0;0;797.0;221.7792;2.0
528;0;3;1062.0;1.0;39.0;0;0;336.0;7.925;2.0
529;0;2;545.0;1.0;23.0;2;1;319.0;11.5;2.0
530;1;2;977.0;0.0;2.0;1;1;239.0;26.0;2.0
531;0;3;1192.0;1.0;29.881137667304014;0;0;240.0;7.2292;0.0
532;0;3;367.0;1.0;17.0;1;1;285.0;7.2292;0.0
533;1;3;955.0;0.0;29.881137667304014;0;2;262.0;22.3583;0.0
534;0;3;179.0;0.0;30.0;0;0;348.0;8.6625;2.0
535;1;2;508.0;0.0;7.0;0;2;782.0;26.25;2.0
536;0;1;175.0;1.0;45.0;0;0;30.0;26.55;2.0
537;1;1;684.0;0.0;30.0;0;0;837.0;106.425;0.0
538;0;3;1007.0;1.0;29.881137667304014;0;0;587.0;14.5;2.0
539;1;1;415.0;0.0;22.0;0;2;97.0;49.5;0.0
540;1;1;282.0;0.0;36.0;0;2;928.0;71.0;2.0
541;0;3;36.0;0.0;9.0;4;2;459.0;31.275;2.0
542;0;3;37.0;0.0;11.0;4;2;459.0;31.275;2.0
543;1;2;101.0;1.0;32.0;1;0;317.0;26.0;2.0
544;0;1;340.0;1.0;50.0;1;0;837.0;106.425;0.0
545;0;1;860.0;1.0;64.0;0;0;686.0;26.0;2.0
546;1;2;102.0;0.0;19.0;1;0;317.0;26.0;2.0
547;1;2;911.0;1.0;29.881137667304014;0;0;858.0;13.8625;0.0
548;0;3;451.0;1.0;33.0;1;1;583.0;20.525;2.0
549;1;2;304.0;1.0;8.0;1;1;758.0;36.75;2.0
550;1;1;1172.0;1.0;17.0;0;2;107.0;110.8833;0.0
551;0;2;1079.0;1.0;27.0;0;0;196.0;26.0;2.0
552;0;3;878.0;1.0;29.881137667304014;0;0;390.0;7.8292;1.0
553;1;3;686.0;1.0;22.0;0;0;228.0;7.225;0.0
554;1;3;890.0;0.0;22.0;0;0;461.0;7.775;2.0
555;0;1;1283.0;1.0;62.0;0;0;68.0;26.55;2.0
556;1;1;352.0;0.0;48.0;1;0;73.0;39.6;0.0
557;0;1;1009.0;1.0;29.881137667304014;0;0;833.0;227.525;0.0
558;1;1;1167.0;0.0;39.0;1;1;1.0;79.65;2.0
559;1;3;1298.0;0.0;36.0;1;0;416.0;17.4;2.0
560;0;3;822.0;1.0;29.881137667304014;0;0;648.0;7.75;1.0
561;0;3;1097.0;1.0;40.0;0;0;534.0;7.8958;2.0
562;0;2;870.0;1.0;28.0;0;0;134.0;13.5;2.0
563;0;3;1091.0;1.0;29.881137667304014;0;0;892.0;8.05;2.0
564;0;3;785.0;0.0;29.881137667304014;0;0;885.0;8.05;2.0
565;0;3;305.0;1.0;24.0;2;0;717.0;24.15;2.0
566;0;3;1147.0;1.0;19.0;0;0;488.0;7.8958;2.0
567;0;3;918.0;0.0;29.0;0;4;541.0;21.075;2.0
568;0;3;335.0;1.0;29.881137667304014;0;0;281.0;7.2292;0.0
569;1;3;612.0;1.0;32.0;0;0;572.0;7.8542;2.0
570;1;2;503.0;1.0;62.0;0;0;850.0;10.5;2.0
571;1;1;50.0;0.0;53.0;2;0;76.0;51.4792;2.0
572;1;1;390.0;1.0;36.0;0;0;792.0;26.3875;2.0
573;1;3;637.0;0.0;29.881137667304014;0;0;101.0;7.75;1.0
574;0;3;1032.0;1.0;16.0;0;0;712.0;8.05;2.0
575;0;3;931.0;1.0;19.0;0;0;577.0;14.5;2.0
576;1;2;428.0;0.0;34.0;0;0;190.0;13.0;2.0
577;1;1;1090.0;0.0;39.0;1;0;93.0;55.9;2.0
578;0;3;196.0;0.0;29.881137667304014;1;0;284.0;14.4583;0.0
579;1;3;617.0;1.0;32.0;0;0;909.0;7.925;2.0
580;1;2;234.0;0.0;25.0;1;1;175.0;30.0;2.0
581;1;1;1173.0;0.0;39.0;1;1;107.0;110.8833;0.0
582;0;2;344.0;1.0;54.0;0;0;308.0;26.0;2.0
583;0;1;1024.0;1.0;36.0;0;0;87.0;40.125;0.0
584;0;3;932.0;1.0;29.881137667304014;0;0;401.0;8.7125;0.0
585;1;1;1165.0;0.0;18.0;0;2;1.0;79.65;2.0
586;0;2;584.0;1.0;47.0;0;0;168.0;15.0;2.0
587;1;1;416.0;1.0;60.0;1;1;96.0;79.2;0.0
588;0;3;441.0;1.0;22.0;0;0;103.0;8.05;2.0
589;0;3;832.0;1.0;29.881137667304014;0;0;706.0;8.05;2.0
590;0;3;1005.0;1.0;35.0;0;0;901.0;7.125;2.0
591;1;1;1142.0;0.0;52.0;1;0;627.0;78.2667;0.0
592;0;3;369.0;1.0;47.0;0;0;736.0;7.25;2.0
593;0;3;141.0;0.0;29.881137667304014;0;2;595.0;7.75;1.0
594;0;2;224.0;1.0;37.0;1;0;853.0;26.0;2.0
595;0;3;1207.0;1.0;36.0;1;1;425.0;24.15;2.0
596;1;2;694.0;0.0;29.881137667304014;0;0;207.0;33.0;2.0
597;0;3;602.0;1.0;49.0;0;0;787.0;0.0;2.0
598;0;3;139.0;1.0;29.881137667304014;0;0;258.0;7.225;0.0
599;1;1;353.0;1.0;49.0;1;0;798.0;56.9292;0.0
600;1;2;580.0;0.0;24.0;2;1;189.0;27.0;2.0
601;0;3;1107.0;1.0;29.881137667304014;0;0;497.0;7.8958;2.0
602;0;1;502.0;1.0;29.881137667304014;0;0;61.0;42.4;2.0
603;0;3;1189.0;1.0;44.0;0;0;591.0;8.05;2.0
604;1;1;556.0;1.0;35.0;0;0;12.0;26.55;0.0
605;0;3;709.0;1.0;36.0;1;0;542.0;15.55;2.0
606;0;3;622.0;1.0;30.0;0;0;529.0;7.8958;2.0
607;1;1;298.0;1.0;27.0;0;0;66.0;30.5;2.0
608;1;2;680.0;0.0;22.0;1;2;866.0;41.5792;0.0
609;1;1;1086.0;0.0;40.0;0;0;805.0;153.4625;2.0
610;0;3;41.0;0.0;39.0;1;5;459.0;31.275;2.0
611;0;3;583.0;1.0;29.881137667304014;0;0;874.0;7.05;2.0
612;1;3;834.0;0.0;29.881137667304014;1;0;612.0;15.5;1.0
613;0;3;559.0;1.0;29.881137667304014;0;0;643.0;7.75;1.0
614;0;3;158.0;1.0;35.0;0;0;592.0;8.05;2.0
615;1;2;529.0;0.0;24.0;1;2;138.0;65.0;2.0
616;0;3;296.0;1.0;34.0;1;1;457.0;14.4;2.0
617;0;3;720.0;0.0;26.0;1;0;722.0;16.1;2.0
618;1;2;107.0;0.0;4.0;2;1;146.0;39.0;2.0
619;0;2;430.0;1.0;26.0;0;0;340.0;10.5;2.0
620;0;3;1284.0;1.0;27.0;1;0;253.0;14.4542;0.0
621;1;1;649.0;1.0;42.0;1;0;72.0;52.5542;2.0
622;1;3;841.0;1.0;20.0;1;1;247.0;15.7417;0.0
623;0;3;491.0;1.0;21.0;0;0;547.0;7.8542;2.0
624;0;3;145.0;1.0;21.0;0;0;678.0;16.1;2.0
625;0;1;1158.0;1.0;61.0;0;0;628.0;32.3208;2.0
626;0;2;656.0;1.0;57.0;0;0;135.0;12.35;1.0
627;1;1;723.0;0.0;21.0;0;0;92.0;77.9583;2.0
628;0;3;135.0;1.0;26.0;0;0;507.0;7.8958;2.0
629;0;3;880.0;1.0;29.881137667304014;0;0;392.0;7.7333;1.0
630;1;1;93.0;1.0;80.0;0;0;296.0;30.0;2.0
631;0;3;729.0;1.0;51.0;0;0;478.0;7.0542;2.0
632;1;1;1133.0;1.0;32.0;0;0;90.0;30.5;0.0
633;0;1;927.0;1.0;29.881137667304014;0;0;17.0;0.0;2.0
634;0;3;1103.0;0.0;9.0;3;2;464.0;27.9;2.0
635;1;2;311.0;0.0;28.0;0;0;169.0;13.0;2.0
636;0;3;693.0;1.0;32.0;0;0;914.0;7.925;2.0
637;0;2;254.0;1.0;31.0;1;1;756.0;26.25;2.0
638;0;3;924.0;0.0;41.0;0;5;335.0;39.6875;2.0
639;0;3;1182.0;1.0;29.881137667304014;1;0;654.0;16.1;2.0
640;0;3;588.0;1.0;20.0;0;0;558.0;7.8542;2.0
641;1;1;1058.0;0.0;24.0;0;0;795.0;69.3;0.0
642;0;3;1104.0;0.0;2.0;3;2;464.0;27.9;2.0
643;1;3;393.0;1.0;29.881137667304014;0;0;104.0;56.4958;2.0
644;1;3;78.0;0.0;0.75;2;1;260.0;19.2583;0.0
645;1;1;499.0;1.0;48.0;1;0;803.0;76.7292;0.0
646;0;3;267.0;1.0;19.0;0;0;514.0;7.8958;2.0
647;1;1;1092.0;1.0;56.0;0;0;89.0;35.5;0.0
648;0;3;1269.0;1.0;29.881137667304014;0;0;845.0;7.55;2.0
649;1;3;1136.0;0.0;23.0;0;0;775.0;7.55;2.0
650;0;3;806.0;1.0;29.881137667304014;0;0;504.0;7.8958;2.0
651;1;2;336.0;0.0;18.0;0;1;149.0;23.0;2.0
652;0;3;619.0;1.0;21.0;0;0;702.0;8.4333;2.0
653;1;3;887.0;0.0;29.881137667304014;0;0;377.0;7.8292;1.0
654;0;3;522.0;0.0;18.0;0;0;603.0;6.75;1.0
655;0;2;534.0;1.0;24.0;2;0;847.0;73.5;2.0
